year,country,country_iso2,region,region_trase_id,parent_region,parent_region_trase_id,natural_forest_area_hectares
2015,INDONESIA,ID,NUSA TENGGARA TIMUR,ID-53,NUSA TENGGARA,ID-NU,169922.814
2015,INDONESIA,ID,PAPUA,ID-94,PAPUA,ID-PP,24956509.35
2015,INDONESIA,ID,PAPUA BARAT,ID-91,PAPUA,ID-PP,9558733.803
2015,INDONESIA,ID,RIAU,ID-14,SUMATERA,ID-SM,1626311.094
2015,INDONESIA,ID,SULAWESI BARAT,ID-76,SULAWESI,ID-SL,341064.3738
2015,INDONESIA,ID,SULAWESI SELATAN,ID-73,SULAWESI,ID-SL,1150029.496
2015,INDONESIA,ID,SULAWESI TENGAH,ID-72,SULAWESI,ID-SL,5243145.07
2015,INDONESIA,ID,SULAWESI TENGGARA,ID-74,SULAWESI,ID-SL,1563565.713
2015,INDONESIA,ID,SULAWESI UTARA,ID-71,SULAWESI,ID-SL,673597.2554
2015,INDONESIA,ID,SUMATERA BARAT,ID-13,SUMATERA,ID-SM,2407439.595
2015,INDONESIA,ID,SUMATERA SELATAN,ID-16,SUMATERA,ID-SM,794827.2032
2015,INDONESIA,ID,SUMATERA UTARA,ID-12,SUMATERA,ID-SM,1752273.485
2016,INDONESIA,ID,ACEH,ID-11,SUMATERA,ID-SM,3411504.748
2016,INDONESIA,ID,BALI,ID-51,NUSA TENGGARA,ID-NU,63570.44082
2016,INDONESIA,ID,BANTEN,ID-36,JAWA,ID-JW,65751.33106
2016,INDONESIA,ID,BENGKULU,ID-17,SUMATERA,ID-SM,232705.3454
2016,INDONESIA,ID,D I YOGYAKARTA,ID-34,JAWA,ID-JW,10.8
2016,INDONESIA,ID,DKI JAKARTA,ID-31,JAWA,ID-JW,48.39564706
2016,INDONESIA,ID,GORONTALO,ID-75,SULAWESI,ID-SL,315783.7659
2016,INDONESIA,ID,JAMBI,ID-15,SUMATERA,ID-SM,1545354.107
2016,INDONESIA,ID,JAWA BARAT,ID-32,JAWA,ID-JW,291827.2401
2016,INDONESIA,ID,JAWA TENGAH,ID-33,JAWA,ID-JW,87466.64259
2016,INDONESIA,ID,JAWA TIMUR,ID-35,JAWA,ID-JW,260343.3925
2016,INDONESIA,ID,KALIMANTAN BARAT,ID-61,KALIMANTAN,ID-KA,8627890.125
2016,INDONESIA,ID,KALIMANTAN SELATAN,ID-63,KALIMANTAN,ID-KA,901612.848
2016,INDONESIA,ID,KALIMANTAN TENGAH,ID-62,KALIMANTAN,ID-KA,6849605.178
2016,INDONESIA,ID,KALIMANTAN TIMUR,ID-64,KALIMANTAN,ID-KA,6138504.967
2016,INDONESIA,ID,KALIMANTAN UTARA,ID-65,KALIMANTAN,ID-KA,3676075.104
2016,INDONESIA,ID,KEP. BANGKA BELITUNG,ID-19,SUMATERA,ID-SM,201020.6008
2016,INDONESIA,ID,KEP. RIAU,ID-21,SUMATERA,ID-SM,196828.296
2016,INDONESIA,ID,LAMPUNG,ID-18,SUMATERA,ID-SM,256743.4052
2016,INDONESIA,ID,MALUKU,ID-81,MALUKU,ID-ML,3017963.046
2016,INDONESIA,ID,MALUKU UTARA,ID-82,MALUKU,ID-ML,2176830.315
2016,INDONESIA,ID,NUSA TENGGARA BARAT,ID-52,NUSA TENGGARA,ID-NU,447894.7581
2016,INDONESIA,ID,NUSA TENGGARA TIMUR,ID-53,NUSA TENGGARA,ID-NU,169816.344
2016,INDONESIA,ID,PAPUA,ID-94,PAPUA,ID-PP,24897599.87
2016,INDONESIA,ID,PAPUA BARAT,ID-91,PAPUA,ID-PP,9539106.083
2016,INDONESIA,ID,RIAU,ID-14,SUMATERA,ID-SM,1581762.98
2016,INDONESIA,ID,SULAWESI BARAT,ID-76,SULAWESI,ID-SL,339846.1112
2016,INDONESIA,ID,SULAWESI SELATAN,ID-73,SULAWESI,ID-SL,1139618.743
2016,INDONESIA,ID,SULAWESI TENGAH,ID-72,SULAWESI,ID-SL,5191486.267
2016,INDONESIA,ID,SULAWESI TENGGARA,ID-74,SULAWESI,ID-SL,1547315.228
2016,INDONESIA,ID,SULAWESI UTARA,ID-71,SULAWESI,ID-SL,669130.1308
2016,INDONESIA,ID,SUMATERA BARAT,ID-13,SUMATERA,ID-SM,2389854.001
2016,INDONESIA,ID,SUMATERA SELATAN,ID-16,SUMATERA,ID-SM,782566.0366
2016,INDONESIA,ID,SUMATERA UTARA,ID-12,SUMATERA,ID-SM,1740344.818
2017,INDONESIA,ID,ACEH,ID-11,SUMATERA,ID-SM,3398590.915
2017,INDONESIA,ID,BALI,ID-51,NUSA TENGGARA,ID-NU,63564.32082
2017,INDONESIA,ID,BANTEN,ID-36,JAWA,ID-JW,65742.26118
2017,INDONESIA,ID,BENGKULU,ID-17,SUMATERA,ID-SM,230034.6635
2017,INDONESIA,ID,D I YOGYAKARTA,ID-34,JAWA,ID-JW,10.8
2017,INDONESIA,ID,DKI JAKARTA,ID-31,JAWA,ID-JW,48.39564706
2017,INDONESIA,ID,GORONTALO,ID-75,SULAWESI,ID-SL,314223.0222
2017,INDONESIA,ID,JAMBI,ID-15,SUMATERA,ID-SM,1528100.355
2017,INDONESIA,ID,JAWA BARAT,ID-32,JAWA,ID-JW,291664.7933
2017,INDONESIA,ID,JAWA TENGAH,ID-33,JAWA,ID-JW,87354.05471
2017,INDONESIA,ID,JAWA TIMUR,ID-35,JAWA,ID-JW,260205.9653
2017,INDONESIA,ID,KALIMANTAN BARAT,ID-61,KALIMANTAN,ID-KA,8585280.723
2017,INDONESIA,ID,KALIMANTAN SELATAN,ID-63,KALIMANTAN,ID-KA,891642.8679
2017,INDONESIA,ID,KALIMANTAN TENGAH,ID-62,KALIMANTAN,ID-KA,6812597.181
2017,INDONESIA,ID,KALIMANTAN TIMUR,ID-64,KALIMANTAN,ID-KA,6105502.353
2017,INDONESIA,ID,KALIMANTAN UTARA,ID-65,KALIMANTAN,ID-KA,3659220.358
2017,INDONESIA,ID,KEP. BANGKA BELITUNG,ID-19,SUMATERA,ID-SM,198410.712
2017,INDONESIA,ID,KEP. RIAU,ID-21,SUMATERA,ID-SM,195093.1419
2017,INDONESIA,ID,LAMPUNG,ID-18,SUMATERA,ID-SM,256149.8629
2017,INDONESIA,ID,MALUKU,ID-81,MALUKU,ID-ML,3015180.103
2017,INDONESIA,ID,MALUKU UTARA,ID-82,MALUKU,ID-ML,2172905.781
2017,INDONESIA,ID,NUSA TENGGARA BARAT,ID-52,NUSA TENGGARA,ID-NU,447231.5509
2017,INDONESIA,ID,NUSA TENGGARA TIMUR,ID-53,NUSA TENGGARA,ID-NU,169698.624
2017,INDONESIA,ID,PAPUA,ID-94,PAPUA,ID-PP,24862726.96
2017,INDONESIA,ID,PAPUA BARAT,ID-91,PAPUA,ID-PP,9527871.413
2017,INDONESIA,ID,RIAU,ID-14,SUMATERA,ID-SM,1560294.424
2017,INDONESIA,ID,SULAWESI BARAT,ID-76,SULAWESI,ID-SL,338956.2791
2017,INDONESIA,ID,SULAWESI SELATAN,ID-73,SULAWESI,ID-SL,1135126.379
2017,INDONESIA,ID,SULAWESI TENGAH,ID-72,SULAWESI,ID-SL,5176113.774
2017,INDONESIA,ID,SULAWESI TENGGARA,ID-74,SULAWESI,ID-SL,1539009.293
2017,INDONESIA,ID,SULAWESI UTARA,ID-71,SULAWESI,ID-SL,666746.8122
2017,INDONESIA,ID,SUMATERA BARAT,ID-13,SUMATERA,ID-SM,2366530.865
2017,INDONESIA,ID,SUMATERA SELATAN,ID-16,SUMATERA,ID-SM,777165.1814
2017,INDONESIA,ID,SUMATERA UTARA,ID-12,SUMATERA,ID-SM,1725867.984
2018,INDONESIA,ID,ACEH,ID-11,SUMATERA,ID-SM,3385312.295
2018,INDONESIA,ID,BALI,ID-51,NUSA TENGGARA,ID-NU,63465.41082
2018,INDONESIA,ID,BANTEN,ID-36,JAWA,ID-JW,65731.99624
2018,INDONESIA,ID,BENGKULU,ID-17,SUMATERA,ID-SM,228050.0301
2018,INDONESIA,ID,D I YOGYAKARTA,ID-34,JAWA,ID-JW,10.8
2018,INDONESIA,ID,DKI JAKARTA,ID-31,JAWA,ID-JW,48.39564706
2018,INDONESIA,ID,GORONTALO,ID-75,SULAWESI,ID-SL,311962.0761
2018,INDONESIA,ID,JAMBI,ID-15,SUMATERA,ID-SM,1515514.64
2018,INDONESIA,ID,JAWA BARAT,ID-32,JAWA,ID-JW,291566.6153
2018,INDONESIA,ID,JAWA TENGAH,ID-33,JAWA,ID-JW,87331.91647
2018,INDONESIA,ID,JAWA TIMUR,ID-35,JAWA,ID-JW,260075.8264
2018,INDONESIA,ID,KALIMANTAN BARAT,ID-61,KALIMANTAN,ID-KA,8551054.013
2018,INDONESIA,ID,KALIMANTAN SELATAN,ID-63,KALIMANTAN,ID-KA,883951.8988
2018,INDONESIA,ID,KALIMANTAN TENGAH,ID-62,KALIMANTAN,ID-KA,6769456.83
2018,INDONESIA,ID,KALIMANTAN TIMUR,ID-64,KALIMANTAN,ID-KA,6061168.209
2018,INDONESIA,ID,KALIMANTAN UTARA,ID-65,KALIMANTAN,ID-KA,3641092.106
2018,INDONESIA,ID,KEP. BANGKA BELITUNG,ID-19,SUMATERA,ID-SM,196365.1129
2018,INDONESIA,ID,KEP. RIAU,ID-21,SUMATERA,ID-SM,193762.5148
2018,INDONESIA,ID,LAMPUNG,ID-18,SUMATERA,ID-SM,255867.4468
2018,INDONESIA,ID,MALUKU,ID-81,MALUKU,ID-ML,3010562.916
2018,INDONESIA,ID,MALUKU UTARA,ID-82,MALUKU,ID-ML,2168451.155
2018,INDONESIA,ID,NUSA TENGGARA BARAT,ID-52,NUSA TENGGARA,ID-NU,446591.4738
2018,INDONESIA,ID,NUSA TENGGARA TIMUR,ID-53,NUSA TENGGARA,ID-NU,169586.934
2018,INDONESIA,ID,PAPUA,ID-94,PAPUA,ID-PP,24842143.38
2018,INDONESIA,ID,PAPUA BARAT,ID-91,PAPUA,ID-PP,9513175.445
2018,INDONESIA,ID,RIAU,ID-14,SUMATERA,ID-SM,1542995.11
2018,INDONESIA,ID,SULAWESI BARAT,ID-76,SULAWESI,ID-SL,338230.5349
2018,INDONESIA,ID,SULAWESI SELATAN,ID-73,SULAWESI,ID-SL,1132656.406
2018,INDONESIA,ID,SULAWESI TENGAH,ID-72,SULAWESI,ID-SL,5160377.635
2018,INDONESIA,ID,SULAWESI TENGGARA,ID-74,SULAWESI,ID-SL,1533150.899
2018,INDONESIA,ID,SULAWESI UTARA,ID-71,SULAWESI,ID-SL,665093.0965
2018,INDONESIA,ID,SUMATERA BARAT,ID-13,SUMATERA,ID-SM,2349751.364
2018,INDONESIA,ID,SUMATERA SELATAN,ID-16,SUMATERA,ID-SM,770512.8741
2018,INDONESIA,ID,SUMATERA UTARA,ID-12,SUMATERA,ID-SM,1718512.714
2019,INDONESIA,ID,ACEH,ID-11,SUMATERA,ID-SM,3377339.345
2019,INDONESIA,ID,BALI,ID-51,NUSA TENGGARA,ID-NU,63403.40118
2019,INDONESIA,ID,BANTEN,ID-36,JAWA,ID-JW,65149.35035
2019,INDONESIA,ID,BENGKULU,ID-17,SUMATERA,ID-SM,226999.6609
2019,INDONESIA,ID,D I YOGYAKARTA,ID-34,JAWA,ID-JW,10.8
2019,INDONESIA,ID,DKI JAKARTA,ID-31,JAWA,ID-JW,48.39564706
2019,INDONESIA,ID,GORONTALO,ID-75,SULAWESI,ID-SL,310155.1514
2019,INDONESIA,ID,JAMBI,ID-15,SUMATERA,ID-SM,1479650.623
2019,INDONESIA,ID,JAWA BARAT,ID-32,JAWA,ID-JW,291500.5578
2019,INDONESIA,ID,JAWA TENGAH,ID-33,JAWA,ID-JW,87297.17647
2019,INDONESIA,ID,JAWA TIMUR,ID-35,JAWA,ID-JW,259799.2599
2019,INDONESIA,ID,KALIMANTAN BARAT,ID-61,KALIMANTAN,ID-KA,8504071.826
2019,INDONESIA,ID,KALIMANTAN SELATAN,ID-63,KALIMANTAN,ID-KA,876978.0515
2019,INDONESIA,ID,KALIMANTAN TENGAH,ID-62,KALIMANTAN,ID-KA,6709267.937
2019,INDONESIA,ID,KALIMANTAN TIMUR,ID-64,KALIMANTAN,ID-KA,6026776.424
2019,INDONESIA,ID,KALIMANTAN UTARA,ID-65,KALIMANTAN,ID-KA,3625698.047
2019,INDONESIA,ID,KEP. BANGKA BELITUNG,ID-19,SUMATERA,ID-SM,194503.0274
2019,INDONESIA,ID,KEP. RIAU,ID-21,SUMATERA,ID-SM,192029.3146
2019,INDONESIA,ID,LAMPUNG,ID-18,SUMATERA,ID-SM,255333.2107
2019,INDONESIA,ID,MALUKU,ID-81,MALUKU,ID-ML,3004501.264
2019,INDONESIA,ID,MALUKU UTARA,ID-82,MALUKU,ID-ML,2163283.97
2019,INDONESIA,ID,NUSA TENGGARA BARAT,ID-52,NUSA TENGGARA,ID-NU,445081.0962
2019,INDONESIA,ID,NUSA TENGGARA TIMUR,ID-53,NUSA TENGGARA,ID-NU,169207.1411
2019,INDONESIA,ID,PAPUA,ID-94,PAPUA,ID-PP,24819392.7
2019,INDONESIA,ID,PAPUA BARAT,ID-91,PAPUA,ID-PP,9501762.925
2019,INDONESIA,ID,RIAU,ID-14,SUMATERA,ID-SM,1520307.736
2019,INDONESIA,ID,SULAWESI BARAT,ID-76,SULAWESI,ID-SL,337558.1442
2019,INDONESIA,ID,SULAWESI SELATAN,ID-73,SULAWESI,ID-SL,1130490.993
2019,INDONESIA,ID,SULAWESI TENGAH,ID-72,SULAWESI,ID-SL,5144830.286
2019,INDONESIA,ID,SULAWESI TENGGARA,ID-74,SULAWESI,ID-SL,1523151.347
2019,INDONESIA,ID,SULAWESI UTARA,ID-71,SULAWESI,ID-SL,663907.7206
2019,INDONESIA,ID,SUMATERA BARAT,ID-13,SUMATERA,ID-SM,2338858.948
2019,INDONESIA,ID,SUMATERA SELATAN,ID-16,SUMATERA,ID-SM,764945.3495
2019,INDONESIA,ID,SUMATERA UTARA,ID-12,SUMATERA,ID-SM,1712608.602
2020,INDONESIA,ID,ACEH,ID-11,SUMATERA,ID-SM,3369827.023
2020,INDONESIA,ID,BALI,ID-51,NUSA TENGGARA,ID-NU,63342.47118
2020,INDONESIA,ID,BANTEN,ID-36,JAWA,ID-JW,65099.87612
2020,INDONESIA,ID,BENGKULU,ID-17,SUMATERA,ID-SM,226017.0784
2020,INDONESIA,ID,D I YOGYAKARTA,ID-34,JAWA,ID-JW,10.8
2020,INDONESIA,ID,DKI JAKARTA,ID-31,JAWA,ID-JW,48.39564706
2020,INDONESIA,ID,GORONTALO,ID-75,SULAWESI,ID-SL,309393.8541
2020,INDONESIA,ID,JAMBI,ID-15,SUMATERA,ID-SM,1466060.651
2020,INDONESIA,ID,JAWA BARAT,ID-32,JAWA,ID-JW,291361.5088
2020,INDONESIA,ID,JAWA TENGAH,ID-33,JAWA,ID-JW,87218.26729
2020,INDONESIA,ID,JAWA TIMUR,ID-35,JAWA,ID-JW,258989.3615
2020,INDONESIA,ID,KALIMANTAN BARAT,ID-61,KALIMANTAN,ID-KA,8469772.509
2020,INDONESIA,ID,KALIMANTAN SELATAN,ID-63,KALIMANTAN,ID-KA,871029.0667
2020,INDONESIA,ID,KALIMANTAN TENGAH,ID-62,KALIMANTAN,ID-KA,6669163.53
2020,INDONESIA,ID,KALIMANTAN TIMUR,ID-64,KALIMANTAN,ID-KA,6008484.42
2020,INDONESIA,ID,KALIMANTAN UTARA,ID-65,KALIMANTAN,ID-KA,3612918.622
2020,INDONESIA,ID,KEP. BANGKA BELITUNG,ID-19,SUMATERA,ID-SM,192064.2406
2020,INDONESIA,ID,KEP. RIAU,ID-21,SUMATERA,ID-SM,190397.2002
2020,INDONESIA,ID,LAMPUNG,ID-18,SUMATERA,ID-SM,254911.4742
2020,INDONESIA,ID,MALUKU,ID-81,MALUKU,ID-ML,3002580.221
2020,INDONESIA,ID,MALUKU UTARA,ID-82,MALUKU,ID-ML,2159876.623
2020,INDONESIA,ID,NUSA TENGGARA BARAT,ID-52,NUSA TENGGARA,ID-NU,443067.7112
2020,INDONESIA,ID,NUSA TENGGARA TIMUR,ID-53,NUSA TENGGARA,ID-NU,168652.6641
2020,INDONESIA,ID,PAPUA,ID-94,PAPUA,ID-PP,24804841.56
2020,INDONESIA,ID,PAPUA BARAT,ID-91,PAPUA,ID-PP,9492093.75
2020,INDONESIA,ID,RIAU,ID-14,SUMATERA,ID-SM,1508071.879
2020,INDONESIA,ID,SULAWESI BARAT,ID-76,SULAWESI,ID-SL,336950.7046
2020,INDONESIA,ID,SULAWESI SELATAN,ID-73,SULAWESI,ID-SL,1128090.836
2020,INDONESIA,ID,SULAWESI TENGAH,ID-72,SULAWESI,ID-SL,5134321.248
2020,INDONESIA,ID,SULAWESI TENGGARA,ID-74,SULAWESI,ID-SL,1516621.433
2020,INDONESIA,ID,SULAWESI UTARA,ID-71,SULAWESI,ID-SL,663057.5958
2020,INDONESIA,ID,SUMATERA BARAT,ID-13,SUMATERA,ID-SM,2330487.411
2020,INDONESIA,ID,SUMATERA SELATAN,ID-16,SUMATERA,ID-SM,760477.5261
2020,INDONESIA,ID,SUMATERA UTARA,ID-12,SUMATERA,ID-SM,1707526.444
2021,INDONESIA,ID,ACEH,ID-11,SUMATERA,ID-SM,3362802.118
2021,INDONESIA,ID,BALI,ID-51,NUSA TENGGARA,ID-NU,63307.28153
2021,INDONESIA,ID,BANTEN,ID-36,JAWA,ID-JW,65087.01565
2021,INDONESIA,ID,BENGKULU,ID-17,SUMATERA,ID-SM,224847.6773
2021,INDONESIA,ID,D I YOGYAKARTA,ID-34,JAWA,ID-JW,9.81
2021,INDONESIA,ID,DKI JAKARTA,ID-31,JAWA,ID-JW,48.39564706
2021,INDONESIA,ID,GORONTALO,ID-75,SULAWESI,ID-SL,309076.6119
2021,INDONESIA,ID,JAMBI,ID-15,SUMATERA,ID-SM,1456638.479
2021,INDONESIA,ID,JAWA BARAT,ID-32,JAWA,ID-JW,291284.4724
2021,INDONESIA,ID,JAWA TENGAH,ID-33,JAWA,ID-JW,87100.09976
2021,INDONESIA,ID,JAWA TIMUR,ID-35,JAWA,ID-JW,258890.8115
2021,INDONESIA,ID,KALIMANTAN BARAT,ID-61,KALIMANTAN,ID-KA,8445489.069
2021,INDONESIA,ID,KALIMANTAN SELATAN,ID-63,KALIMANTAN,ID-KA,868196.9838
2021,INDONESIA,ID,KALIMANTAN TENGAH,ID-62,KALIMANTAN,ID-KA,6649166.522
2021,INDONESIA,ID,KALIMANTAN TIMUR,ID-64,KALIMANTAN,ID-KA,5993452.73
2021,INDONESIA,ID,KALIMANTAN UTARA,ID-65,KALIMANTAN,ID-KA,3601514.463
2021,INDONESIA,ID,KEP. BANGKA BELITUNG,ID-19,SUMATERA,ID-SM,189328.6271
2021,INDONESIA,ID,KEP. RIAU,ID-21,SUMATERA,ID-SM,189703.1209
2021,INDONESIA,ID,LAMPUNG,ID-18,SUMATERA,ID-SM,254770.3578
2021,INDONESIA,ID,MALUKU,ID-81,MALUKU,ID-ML,3001192.451
2021,INDONESIA,ID,MALUKU UTARA,ID-82,MALUKU,ID-ML,2157183.32
2021,INDONESIA,ID,NUSA TENGGARA BARAT,ID-52,NUSA TENGGARA,ID-NU,442330.6172
2021,INDONESIA,ID,NUSA TENGGARA TIMUR,ID-53,NUSA TENGGARA,ID-NU,168189.9918
2021,INDONESIA,ID,PAPUA,ID-94,PAPUA,ID-PP,24792524.94
2021,INDONESIA,ID,PAPUA BARAT,ID-91,PAPUA,ID-PP,9483391.882
2021,INDONESIA,ID,RIAU,ID-14,SUMATERA,ID-SM,1494520.521
2021,INDONESIA,ID,SULAWESI BARAT,ID-76,SULAWESI,ID-SL,335305.4538
2021,INDONESIA,ID,SULAWESI SELATAN,ID-73,SULAWESI,ID-SL,1126475.85
2021,INDONESIA,ID,SULAWESI TENGAH,ID-72,SULAWESI,ID-SL,5124591.526
2021,INDONESIA,ID,SULAWESI TENGGARA,ID-74,SULAWESI,ID-SL,1513057.838
2021,INDONESIA,ID,SULAWESI UTARA,ID-71,SULAWESI,ID-SL,662638.1146
2021,INDONESIA,ID,SUMATERA BARAT,ID-13,SUMATERA,ID-SM,2317917.284
2021,INDONESIA,ID,SUMATERA SELATAN,ID-16,SUMATERA,ID-SM,757805.4293
2021,INDONESIA,ID,SUMATERA UTARA,ID-12,SUMATERA,ID-SM,1700318.298
2022,INDONESIA,ID,ACEH,ID-11,SUMATERA,ID-SM,3355018.402
2022,INDONESIA,ID,BALI,ID-51,NUSA TENGGARA,ID-NU,63264.08153
2022,INDONESIA,ID,BANTEN,ID-36,JAWA,ID-JW,65084.13565
2022,INDONESIA,ID,BENGKULU,ID-17,SUMATERA,ID-SM,222415.8716
2022,INDONESIA,ID,D I YOGYAKARTA,ID-34,JAWA,ID-JW,9.72
2022,INDONESIA,ID,DKI JAKARTA,ID-31,JAWA,ID-JW,48.39564706
2022,INDONESIA,ID,GORONTALO,ID-75,SULAWESI,ID-SL,308567.0552
2022,INDONESIA,ID,JAMBI,ID-15,SUMATERA,ID-SM,1445552.749
2022,INDONESIA,ID,JAWA BARAT,ID-32,JAWA,ID-JW,291174.0431
2022,INDONESIA,ID,JAWA TENGAH,ID-33,JAWA,ID-JW,87051.32153
2022,INDONESIA,ID,JAWA TIMUR,ID-35,JAWA,ID-JW,258780.8315
2022,INDONESIA,ID,KALIMANTAN BARAT,ID-61,KALIMANTAN,ID-KA,8411437.014
2022,INDONESIA,ID,KALIMANTAN SELATAN,ID-63,KALIMANTAN,ID-KA,864138.6459
2022,INDONESIA,ID,KALIMANTAN TENGAH,ID-62,KALIMANTAN,ID-KA,6619953.815
2022,INDONESIA,ID,KALIMANTAN TIMUR,ID-64,KALIMANTAN,ID-KA,5978207.503
2022,INDONESIA,ID,KALIMANTAN UTARA,ID-65,KALIMANTAN,ID-KA,3590510.554
2022,INDONESIA,ID,KEP. BANGKA BELITUNG,ID-19,SUMATERA,ID-SM,187000.9059
2022,INDONESIA,ID,KEP. RIAU,ID-21,SUMATERA,ID-SM,188972.4155
2022,INDONESIA,ID,LAMPUNG,ID-18,SUMATERA,ID-SM,254366.4798
2022,INDONESIA,ID,MALUKU,ID-81,MALUKU,ID-ML,2999291.06
2022,INDONESIA,ID,MALUKU UTARA,ID-82,MALUKU,ID-ML,2154109.591
2022,INDONESIA,ID,NUSA TENGGARA BARAT,ID-52,NUSA TENGGARA,ID-NU,441694.0578
2022,INDONESIA,ID,NUSA TENGGARA TIMUR,ID-53,NUSA TENGGARA,ID-NU,167821.8953
2022,INDONESIA,ID,PAPUA,ID-94,PAPUA,ID-PP,24780805.35
2022,INDONESIA,ID,PAPUA BARAT,ID-91,PAPUA,ID-PP,9473069.847
2022,INDONESIA,ID,RIAU,ID-14,SUMATERA,ID-SM,1477065.302
2022,INDONESIA,ID,SULAWESI BARAT,ID-76,SULAWESI,ID-SL,334657.6366
2022,INDONESIA,ID,SULAWESI SELATAN,ID-73,SULAWESI,ID-SL,1123847.418
2022,INDONESIA,ID,SULAWESI TENGAH,ID-72,SULAWESI,ID-SL,5113628.142
2022,INDONESIA,ID,SULAWESI TENGGARA,ID-74,SULAWESI,ID-SL,1510112.917
2022,INDONESIA,ID,SULAWESI UTARA,ID-71,SULAWESI,ID-SL,662270.8292
2022,INDONESIA,ID,SUMATERA BARAT,ID-13,SUMATERA,ID-SM,2301373.128
2022,INDONESIA,ID,SUMATERA SELATAN,ID-16,SUMATERA,ID-SM,756225.2735
2022,INDONESIA,ID,SUMATERA UTARA,ID-12,SUMATERA,ID-SM,1692400.447
